Name,rating,total_reviews,rating_normalized,reviews_normalized,score,rank
Lux Coffeenery,4.9,11,0.9750000000000001,0.000578938227291148,0.6826736814681873,1419
SAM OCIR COFFESHOP,4.9,11,0.9750000000000001,0.000578938227291148,0.6826736814681873,1420
PS an KITA,4.9,10,0.9750000000000001,0.0005210444045620332,0.6826563133213686,1421
Bar Oro oro omboh,4.9,10,0.9750000000000001,0.0005210444045620332,0.6826563133213686,1422
Anteiku Cafe Malang,4.9,10,0.9750000000000001,0.0005210444045620332,0.6826563133213686,1423
Kedai es sakngopine,4.9,10,0.9750000000000001,0.0005210444045620332,0.6826563133213686,1424
Satu Arah Kopi,4.9,10,0.9750000000000001,0.0005210444045620332,0.6826563133213686,1425
"Shelter CO²,S",4.9,10,0.9750000000000001,0.0005210444045620332,0.6826563133213686,1426
Uncle Coffee Malang,4.9,10,0.9750000000000001,0.0005210444045620332,0.6826563133213686,1427
Kedai Kopi Koprol Malang,4.9,10,0.9750000000000001,0.0005210444045620332,0.6826563133213686,1428
Warung Mimi,4.9,10,0.9750000000000001,0.0005210444045620332,0.6826563133213686,1429
Kopi Molo Surabaya Mayjen,4.9,10,0.9750000000000001,0.0005210444045620332,0.6826563133213686,1430
KOPI BUBUK NI'MAH,4.9,10,0.9750000000000001,0.0005210444045620332,0.6826563133213686,1431
Gorengan Angkring Jaya,4.9,10,0.9750000000000001,0.0005210444045620332,0.6826563133213686,1432
Artenspace,4.9,10,0.9750000000000001,0.0005210444045620332,0.6826563133213686,1433
Qhar Cafe and Tea,4.9,10,0.9750000000000001,0.0005210444045620332,0.6826563133213686,1434
Kedai Ber.kem.bang,4.9,10,0.9750000000000001,0.0005210444045620332,0.6826563133213686,1435
Noir Tropical Cafe,4.9,10,0.9750000000000001,0.0005210444045620332,0.6826563133213686,1436
ZEUS CAFE + Top Up FREE FIRE,4.9,9,0.9750000000000001,0.00046315058183291844,0.6826389451745498,1437
warung Bu Ning,4.9,9,0.9750000000000001,0.00046315058183291844,0.6826389451745498,1438
